iteration_id,branch_id,setup_definition,high_lookback_days,leader_strength_definition,laggard_definition,trigger_definition,context_filter,comparison_target,holding_window_days,sample_count,avg_excess_return,median_excess_return,hit_rate,subperiod_consistency,headline_verdict,notes
iteration_01,S1_T0_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,DIA,2.0,22,-0.0004984301777156091,0.0010416489701928766,0.5454545454545454,mixed pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T0_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,QQQ,4.0,22,0.005003762529997831,0.004616722292325737,0.6363636363636364,positive pre/post 2020,promote,setups=25; triggered=23; expired=2; laggard=DIA
iteration_01,S1_T0_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,baseline control,SPY,QQQ,5.0,22,0.006332134884920313,0.006859148340851884,0.5909090909090909,positive pre/post 2020,promote,setups=25; triggered=23; expired=2; laggard=DIA
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,2.0,22,-0.0010561070442154476,0.0023626675493728655,0.5454545454545454,negative pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,3.0,22,-0.0035763477029610276,-0.001576047954336135,0.3181818181818182,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,4.0,22,-0.002832414634232929,-0.0012726068092218101,0.4090909090909091,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,5.0,22,-0.00045885657100739534,0.0005710346171952096,0.5454545454545454,mixed pre/post 2020,revise,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,2.0,22,-0.00031896848493728254,0.0009560584401985817,0.5,mixed pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,3.0,22,-0.0024794695983601715,-0.001576047954336135,0.3181818181818182,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,4.0,22,-0.000850841831376161,-0.0012726068092218101,0.4090909090909091,negative pre/post 2020,kill,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,5.0,22,0.0024403903412191633,0.0016516383907875243,0.6363636363636364,positive pre/post 2020,promote,setups=22; triggered=22; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,2.0,20,-0.0016113505794095595,-0.0004505506689757022,0.45,negative pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,3.0,20,-0.003844787015055856,-0.002641580845081981,0.25,negative pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,4.0,20,-0.002398716487661856,-0.002099299548382394,0.35,negative pre/post 2020,kill,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T1_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,DIA,5.0,20,0.000310864234778474,0.0010599723575411835,0.6,mixed pre/post 2020,revise,setups=20; triggered=20; expired=0; laggard=QQQ
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,2.0,26,0.004552322062431895,0.005467653666891059,0.6538461538461539,positive pre/post 2020,promote,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,3.0,26,0.006734822474890071,0.005178569488646478,0.7692307692307693,positive pre/post 2020,promote,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,4.0,26,0.010631343657749075,0.0051482218231799215,0.8076923076923077,positive pre/post 2020,promote,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,5.0,26,0.008665283061540019,0.003972112610981293,0.5769230769230769,positive pre/post 2020,promote,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,2.0,22,0.0032149974099951665,0.0033170113185041483,0.5454545454545454,mixed pre/post 2020,revise,setups=26; triggered=22; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,3.0,22,0.0028467003853463206,0.00230854918497736,0.6818181818181818,mixed pre/post 2020,revise,setups=26; triggered=22; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,4.0,22,0.0079252605224214,0.0008113905627856743,0.7272727272727273,mixed pre/post 2020,revise,setups=26; triggered=22; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,5.0,22,0.005865747201284996,-0.000950222784228627,0.45454545454545453,mixed pre/post 2020,revise,setups=26; triggered=22; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,2.0,21,0.012780393593485368,0.02115011068047823,0.8095238095238095,mixed pre/post 2020,revise,setups=25; triggered=21; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,3.0,21,0.006667043890909562,0.00230854918497736,0.7619047619047619,mixed pre/post 2020,revise,setups=25; triggered=21; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,4.0,21,0.013964128771265268,0.0038780914953808754,0.8095238095238095,positive pre/post 2020,promote,setups=25; triggered=21; expired=4; laggard=DIA
iteration_01,S1_T1_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,relative-strength turn,SPY,QQQ,5.0,21,0.015959100875153055,0.0007589251420381249,0.5238095238095238,positive pre/post 2020,promote,setups=25; triggered=21; expired=4; laggard=DIA
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,2.0,20,-0.0019030975100671754,-0.00010225094171661953,0.5,mixed pre/post 2020,kill,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,3.0,20,-0.003897079737808384,-0.00399743231123878,0.4,negative pre/post 2020,kill,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,4.0,20,-0.0015281528813037126,-0.0017176555008253658,0.45,mixed pre/post 2020,kill,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,5.0,20,0.0010786822625971637,0.002288976447423652,0.65,mixed pre/post 2020,revise,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,2.0,20,-0.0012327482310527827,-0.00010225094171661953,0.5,mixed pre/post 2020,kill,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,3.0,20,-0.00235490122290985,-0.003179018696805813,0.4,negative pre/post 2020,kill,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,4.0,20,0.0006716294341312379,-0.0017566346770808705,0.4,mixed pre/post 2020,revise,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,5.0,20,0.003369844801280386,0.0029313622500104497,0.7,positive pre/post 2020,promote,setups=22; triggered=20; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,2.0,18,-0.0016743641593439168,-0.0004505506689757022,0.4444444444444444,mixed pre/post 2020,kill,setups=20; triggered=18; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,3.0,18,-0.0032107452431730955,-0.005061802525952452,0.3333333333333333,negative pre/post 2020,kill,setups=20; triggered=18; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,4.0,18,-0.0004131425869516376,-0.0020470972400472576,0.3333333333333333,mixed pre/post 2020,kill,setups=20; triggered=18; expired=2; laggard=QQQ
iteration_01,S1_T2_DIA_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,DIA,5.0,18,0.001749887078175595,0.002288976447423652,0.6666666666666666,positive pre/post 2020,promote,setups=20; triggered=18; expired=2; laggard=QQQ
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,2.0,26,0.0069215326293996645,0.0074724773375010045,0.6538461538461539,mixed pre/post 2020,revise,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,3.0,26,0.011208224603312889,0.007763738314664259,0.7307692307692307,mixed pre/post 2020,revise,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,4.0,26,0.01261551465744414,0.01752127118212754,0.6923076923076923,mixed pre/post 2020,revise,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,5.0,26,0.014372355599011531,0.012937978164165143,0.6923076923076923,mixed pre/post 2020,revise,setups=29; triggered=26; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,2.0,23,0.006031794837622192,0.0074724773375010045,0.6086956521739131,mixed pre/post 2020,revise,setups=26; triggered=23; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,3.0,23,0.008536883353906306,0.007763738314664259,0.6521739130434783,mixed pre/post 2020,revise,setups=26; triggered=23; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,4.0,23,0.009826912344705799,0.015494111497773133,0.6086956521739131,mixed pre/post 2020,revise,setups=26; triggered=23; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,5.0,23,0.01297024975784965,0.016044219833345807,0.6086956521739131,mixed pre/post 2020,revise,setups=26; triggered=23; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,2.0,22,0.008637084553047479,0.009968050020693342,0.6363636363636364,mixed pre/post 2020,revise,setups=25; triggered=22; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,3.0,22,0.009990771627673695,0.0038215220252144078,0.5909090909090909,positive pre/post 2020,promote,setups=25; triggered=22; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,4.0,22,0.008823969330633018,0.008152751030279404,0.5454545454545454,mixed pre/post 2020,revise,setups=25; triggered=22; expired=3; laggard=DIA
iteration_01,S1_T2_QQQ_leads,same-day strict non-confirmation,252,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,laggard 5-day breakout,SPY,QQQ,5.0,22,0.014837201342789475,0.011293286586667117,0.5454545454545454,mixed pre/post 2020,revise,setups=25; triggered=22; expired=3; laggard=DIA
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,2.0,16,-0.007601230043582312,-0.0045644467024856805,0.3125,negative pre/post 2020,kill,setups=22; triggered=16; expired=6; laggard=QQQ
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,3.0,16,-0.007664939387351424,-0.012371658279641373,0.3125,negative pre/post 2020,kill,setups=22; triggered=16; expired=6; laggard=QQQ
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,4.0,16,-0.003492593836675467,-0.0024274054611872486,0.25,negative pre/post 2020,kill,setups=22; triggered=16; expired=6; laggard=QQQ
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,60,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,5.0,16,-0.0037408150675152796,-0.0005395051453633837,0.5,mixed pre/post 2020,kill,setups=22; triggered=16; expired=6; laggard=QQQ
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,2.0,18,-0.008175081517286686,-0.006113958673852338,0.2222222222222222,negative pre/post 2020,kill,setups=22; triggered=18; expired=4; laggard=QQQ
iteration_01,S1_T3_DIA_leads,same-day strict non-confirmation,128,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,two-day relative thrust,SPY,DIA,3.0,18,-0.007598022991995073,-0.007460939319124171,0.2222222222222222,negative pre/post 2020,kill,setups=22; triggered=18; expired=4; laggard=QQQ
